"SupplierNumber","CorporateGroupID","Name1","Name2","POBox","Street","PostalCode","City","CountryCoded","TelephoneNumber","FaxNumber","VATRegistrationNumber","TaxNumber1","TaxNumber2"
20279814,4200,"CASANORA S.A","SN ARG",,"DEAN FUNES 1575",1244,"CAPITAL FEDERAL","AR",20557448,,,33711100909,"901-407585-"
20279821,4200,"SOLUCIONES INDUSTRIALES ME-LEC S.R.","SN ARG",,"ARISTOBULO DEL VALLE 561",2800,"ZARATE","AR",,,,30714452084,"30-71445208"
20279822,4200,"RYDEX S.A","SN ARG",,"TAPIA DE CRUZ 939",1625,"ESCOBAR","AR",433033,,,33709108129,"901-20867-3"
20279825,4200,"PAEZ FERNANDO AGUSTIN","SN ARG",,"LAFINUR 1113",5519,"GUAYMALLEN","AR",2614324334,,,20309243030,"20-30924303"
20279831,4200,"DE PIETRO VIDRIOS Y ABERTURAS S.R.L","SN ARG",,"SANTA MARIA 3879",1648,"TIGRE","AR",,,,30714473014,"30-71447301"
20279835,4200,"BARRETTO LUCIANA","SN ARG",,"MANUEL UGARTE 3133 piso 3 depto A",1428,"CAPITAL FEDERAL","AR",1550154478,,,27291734001,27291734001
20279837,4200,"JBMNET S.R.L","SN ARG",,"LAS HERAS 2832",1602,"FLORIDA","AR",,,,30714696617,"902-283341-"
20279836,4200,"GLOBAL VIP TRANSFER S.A","SN ARG",,"URQUIZA 2656",3000,"SANTA FE","AR",4563386,,,30710419899,"011-134913-"
20279840,4200,"MARKET SA PUBLICIDAD COMUNICACIONES","SN ARG",,"AV. DEL LIBERTADOR 184",1001,"CAPITAL FEDERAL","AR",43131264,,,30663510254,"901-15431-1"
20279843,4200,"TAMPOPRESS SH DE DANIEL PIRALI Y MA","SN ARG",,"AV. SAN MARTIN 3810",1602,"FLORIDA","AR",,,,30662629479,"902-843464-"
20279842,4200,"QUICK CAR S.A.","SN ARG",,"SAN MARTIN 1137",1004,"CAPITAL FEDERAL","AR",,,,30708219173,109565104
20279846,4200,"SOSA OSCAR ALBERTO","SN ARG",,"JUANA AZURDUY 3682",1430,"CAPITAL FEDERAL","AR",,,,20203474416,20203474416
20279855,4200,"NET CALIBRACIONES S.A","SN ARG",,"MALABIA 82",1609,"BOULOGNE","AR",47635200,,,30711107718,"902-403157-"
20279861,4200,"RICARDO WAGNER S.A.","SN ARG",,"14 (ESPORA) 3681",1672,"VILLA LYNCH","AR",47541700,,,30662519746,9021278930
20279863,4200,"BELMONTE MIGUEL ANGEL","SN ARG",,"AV. SANTA FE 3858, ENTREP A",1425,"CAPITAL FEDERAL","AR",48315269,,,20178792998,8004428
20279865,4200,"FUNDACION CIDEA","SN ARG",,"BILLINGHURST 1677",1425,"CAPITAL FEDERAL","AR",52531290,,,30702213696,30702213696
20279866,4200,"OMANCINI Y CIA S.A.","SN ARG",,"BALCARCE 1527",1708,"MORON","AR",37500509,,,30712694307,
20279869,4200,"WIEDEMANN ADRIANA ZORAYA","SN ARG",,"VALENTIN VERGARA 3394",1604,"FLORIDA","AR",47613911,,,27256443371,9027716551
20279874,4200,"PEPE WALTER JAVIER","SN ARG",,"CORONEL RONDEAU 637",1825,"LANUS","AR",1545406759,,,20235100542,20235100542
20279876,4200,"LINARDI MATIAS SEBASTIAN","SN ARG",,"CORONEL ALBARIÑOS 2977",1826,"REMEDIOS DE ESCALADA","AR",39654676,,,20288638978,20288638978
20279881,4200,"VALERIA PAOLA SARFATIS","SN ARG",,"FÉLIX DE AZARA 355 2 B",1267,"CABA","AR",0,,,27280808976,27280808976
20279883,4200,"IMCO-STAMPI S.A.","SN ARG",,"SAN MARTIN 210",5507,"LUJAN DE CUYO","AR",48490020,,,30710766157,9135081372
20279889,4200,"EMIGRA USA LLC","SN ARG",,450,22190,"ESTADOS UNIDOS","US",,,,55000002126,
20279891,4200,"KATO PRODUCCIONES S.R.L.","SN ARG",,"ORTIZ DE OCAMPO 3302",1425,"CAPITAL FEDERAL","AR",48561645,,,30712377158,30712377158
20279895,4200,"POY MABEL SUSANA","SN ARG",,"1° DE MAYO 2397",1879,"QUILMES","AR",42605910,,,27138323825,9028192358
20279909,4200,"AEROPACKAGING SA","SN ARG",,"BELGRANO 605",1617,"CAPITAL FEDERAL","AR",,,,30708069090,9010608714
20279915,4200,"MARCHETTINI ANABEL MARINA","SN ARG",,"SALTA 618",1872,"SARANDI","AR",41142611,,,27226168104,27226168104
20279922,4200,"SCIGLIANO FABIAN MARCELO","SN ARG",,"BLANCO ENCALADA 5619",1431,"CAPITAL FEDERAL","AR",,,,20204691585,9012112327
20279928,4200,"ALBERTELLI FLORENCIA NOEL","SN ARG",,"MURILLO 674",1414,"CAPITAL FEDERAL","AR",1565820121,,,27337096994,
20279942,4200,"LLORCA SANTIAGO","SN ARG",,"ROSALES 2620 P:4 DEP:2 T:JACAR",1636,"OLIVOS","AR",,,,20113867117,20113867117
20279949,4200,"SILVER FREIGHT LOGISTIC S.R.L.","SN ARG",,"SEGUI JUAN FRANCISCO 4646",1000,"CAPITAL FEDERAL","AR",,,,30709599697,9012191350
20279953,4200,"TORTI HUGO LUIS","SN ARG",,"BASUALDO 1013",1440,"CAPITAL FEDERAL","AR",46357630,,,20044459524,
20279972,4200,"GUTIERREZ MARCELO DANIEL","SN ARG",,"GRAL PAZ 563",1625,"ESCOBAR","AR",348448915,,,20185566545,20185566545
20279979,4200,"CARLOS CLAUDIO GUILLERMO LEMOS","SN ARG",,"GENOVA 4029",1702,"CIUDADELA","AR",46532067,,,20180232088,
20279981,4200,"CAYO ANGEL ROBERTO","SN ARG",,"REMEDIOS DE ESCALADA 792",1686,"HURLINGHAM","AR",57171676,,,20143841236,20143841236
20280012,4200,"WIN INDUMENTARIA S.A.","SN ARG",,"SANTANDER 5752",1439,"CAPITAL FEDERAL","AR",46015590,,,30714426393,9013020001
20280015,4200,"BRIZUELA JOSE LUIS","SN ARG",,"SAN IGNACIO, 280",1629,"PILAR","AR",1560311306,,,20344046264,20344046264
20280018,4200,"VILLAREAL DIEGO MARTIN","SN ARG",,"FRANCIA 1908",1618,"PACHECO","AR",1161700379,,,20288801402,"20-28880140"
20280055,4200,"KONIG NICOLE","SN ARG",,"LIBERTADOR 232",1648,"VICENTE LOPEZ","AR",66945918,,,27932061304,
20280142,4200,"PERLADE SA","SN ARG",,"AVDA. RICHIERI 4007",3016,"SANTO TOMÉ","AR",4749787,,,30709464678,
20280146,4200,"CORIFERSA S.A.","SN ARG",,"LEANDRO N.ALEM 1002",1001,"CAPITAL FEDERAL","AR",47696663,,,30611532136,
20280155,4200,"DEPIETRI CARINA","SN ARG",,"JOSE INGENIEROS 4185",1643,"CAPITAL FEDERAL","AR",50352242,,,27149133491,27149133491
20280161,4200,"MERKABA CONSULTING SA","SN ARG",,"RECONQUISTA 870 - 8º ""29"" C.A.B.A.",1003,"CAPITAL FEDERAL","AR",49218187,,,30704964400,"901-733276-"
20280213,4200,"RUSSO DAMIAN R Y RUSSO LEONEL A","SN ARG",,"SUIPACHA 2838",1613,"LOS POLVORINES","AR",52632288,,,30715026887,"902-638243-"
20280223,4200,"TAMPOMAX S.R.L.","SN ARG",,"WAGNER 1257",1407,"CAPITAL FEDERAL","AR",1145686427,,,30708884886,
20280234,4200,"RELOCATELY GMBH","SN ARG",,"SCHLICKERSTRABE 5-7",10179,"BERLIN","DE",5792367419,,,"DE296834593",
20280244,4200,"IDEX MPT INC DBA MATCON AMERICAS","SN ARG",,"UNDERWOOD BOULEVARD, SUITE 2",8075,"DELRAN","US",,,,55000002126,
20280238,4200,"SALGADO ANA MARIA","SN ARG",,"AV JUAN B ALBERDI 4457",1407,"CAPITAL FEDERAL","AR",1559777228,,,27120877289,
20280237,4200,"TOYOTA MATERIAL HANDLING MERCOSUR","SN ARG",,"PARIS 165 COLECTORA ESTE",1611,"DON TORCUATO","AR",21525500,,,30708687800,9028204158
20280268,4200,"RINALDI NESTOR FABIAN","SN ARG",,"JUNIN 658 P:2 OF 363",1026,"CAPITAL FEDERAL","AR",50312443,,,20206366975,
20280288,4200,"SOLUCIONES DE IZAJES SRL","SN ARG",,"LETONIA 1044",1663,"SAN MIGUEL","AR",52921003,,,30711579709,
20280308,4200,"CASAVELLA Y CORTES SH","SN ARG",,"ACASSUSO 1524",1642,"SAN ISIDRO","AR",41489846,,,30712257527,
20280309,4200,"TRANSCARGO ARGENTINA SA","SN ARG",,"ALEM LEANDRO N AV 712 P 10",1001,"CAPITAL FEDERAL","AR",52187500,,,30709658170,"901-220315-"
20280314,4200,"DSS SUSTAINABLE SOLUTIONS ARGENTINA","SN ARG",,"CORRIENTES AV. 330 P: 6 OFIC: 612",1043,"CAPITAL FEDERAL","AR",1168494439,,,30716518953,
20280326,4200,"BIO OPTIC SRL","SN ARG",,"HIPOLITO YRIGOYEN 2789",1602,"FLORIDA - VICENTE LOPEZ","AR",54350175,,,30711706417,90230711706
20201446,4200,"FORVIS S R L","SN ARG",,"SGO. DEL ESTERO 00345",1075,"CAPITAL FEDERAL","AR",,,,30502752924,9019179076
20201464,4200,"PANALPINA TRANSPORTES MUNDIALES SA","SN ARG",,"AV BOUCHARD 547 3ER P",1106,"CAPITAL FEDERAL","AR",,,,30659079468,
20201468,4200,"CASTRO NOEMI PATRICIA","SN ARG",,"J.B AMBROSETTI 96 6B",1405,"CAPITAL FEDERAL","AR",43313269,,,23129876204,23129876204
20201506,4200,"STYLUS S.A.","SN ARG",,"AZOPARDO 1486",1107,"CAPITAL FEDERAL","AR",,,,30612238355,9011971001
20201515,4200,"INSTRUMENTACION CIENTIFICA SA","SN ARG",,"SAAVEDRA 1021",1229,"CAPITAL FEDERAL","AR",,,,30641708174,9019544330
20201563,4200,"PLUSCARGO ARGENTINA S.A.","SN ARG",,"RIVADAVIA 413",1002,"CAPITAL FEDERAL","AR",,,,30691231751,4812210
20201581,4200,"FUNARG S.A.","SN ARG",,"VON WERNICKE 3054",1642,"SAN ISIDRO","AR",,,,30697989575,9010635344
20201590,4200,"GRUPO OXEAN S.A.","SN ARG",,"PARAGUAY 346 P 13",1057,"CAPITAL FEDERAL","AR",,,,30708425407,111083908
20201608,4200,"KROLL ASSOCIATES S.A.","SN ARG",,"AV DEL LIBERTADOR 6570",1428,"CAPITAL FEDERAL","AR","4 706 6000",,,30687318907,9011876869
20201619,4200,"TOPAZIO ADRIANA CRISTINA","SN ARG",,"VILELA 2812",1429,"CAPITAL FEDERAL","AR",,,,27164976381,
20201708,4200,"MINNITI ALEJANDRO FABIO","SN ARG",,"BASUALDO 123 4TO P DPTO D",1408,"CAPITAL FEDERAL","AR",46352986,,,20148121304,112321503
20201817,4200,"MD NETWORKS S.R.L.","SN ARG",,"VIAMONTE 927",1053,"CAPITAL FEDERAL","AR","4 119 2030",,,30710221711,9012658775
20201842,4200,"ICAP S.A.","SN ARG",,"DIAZ VELEZ 3531",1200,"CAPITAL FEDERAL","AR","4 865 3755",,,30503825984,9019295928
20202218,4200,"TORRES CLAUDIO ENRIQUE","SN ARG",,"MONROE 3365",1430,"CAPITAL FEDERAL","AR",45776279,,,20183814789,
20203284,4200,"GARCIA VICTOR H.","SN ARG",,"AV. CORRIENTES 4063",1194,"CAPITAL FEDERAL","AR",,,,23149575359,"901-980560-"
20203299,4200,"NEXSYS ARGENTINA S.A.","SN ARG",,"11 DE SEPTIEMBRE 2173 P 8",1428,"CAPITAL FEDERAL","AR",,,,30701749606,9015374129
20215944,4200,"MONTI EDUARDO JOSE","SN ARG",,"Peña 3035 5b",1425,"CAPITAL FEDERAL","AR",31403852,,,20286424962,90120286424
20218246,4200,"CUSTOMER VALUE MANAGEMENT LATIN","CUSTOMER V",,"R TABAPUA 821, CONJ 116",4533013,"SAO PAULO","BR","11 3841 9030","00 0000 0000",,4186681000185,
20227693,4200,"INTERTEK TESTING SERVICES ARGENTINA","SN ARG",,"Cerrito 1136",1010,"CAPITAL FEDERAL","AR",52179487,,,33678814119,9011675952
20228685,4200,"INTEKNO ARGENTINA SRL","SN ARG",,"Av. Presidente Peron 8725",1714,"CAPITAL FEDERAL","AR",52630781,,,30715242202,"30-71524220"
20242680,4200,"FIDELITAS S.A.","SN ARG",,"CABILDO 924",1426,"CAPITAL FEDERAL","AR",1152549950,,,30641368977,9012071069
20243535,4200,"LAS LEÑAS SERV EJECUTIVOS SRL","SN ARG",,"Constituyentes 2096",1667,"CAPITAL FEDERAL","AR",1102320493700,,,30711058202,
20243661,4200,"COLLANTE DIEGO HERNAN","SN ARG",,"LUIS M DRAGO 1931",1052,"BURZACO","AR",1142386990,,,20240399394,20240399394
20243929,4200,"24X7 REMIS Y TRANSPORTE","SN ARG",,"SOSA DEL VALLE 3109",1878,"QUILMES","AR",1142539704,,,30712426531,
20244073,4200,"ADITIVOS ALIMENTARIOS SRL","SN ARG",,"Avda Larrazabal 2222",1439,"CAPITAL FEDERAL","AR",1146833505,,,30707417486,
20243662,4200,"ONLY TRANSFER SRL","SN ARG",,"URUGUAY 4888",1643,"SAN ISIDRO","AR",1147657480,,,30715537105,30715537105
20246277,4200,"MAILCAR S.R.L.","SN ARG",,"AV. SANTA FE 1150",1059,"CAPITAL FEDERAL","AR",1143115111,,,30705463367,9010377506
20250720,4200,"CASAL JORGE A.","SN ARG",,"25 DE MAYO",1852,"BURZACO","AR",,,,20169782238,"902-113993-"
20250865,4200,"CASTRO JAVIER MAXIMILIANO","SN ARG",,"MORELOS 481 PB.",1406,"CAPITAL FEDERAL","AR",,,,20262815189,"1135361-09"
20250963,4200,"KIREILIS DANIEL HENRY","SN ARG",,"BOGOTA 1465",1617,"GENERAL PACHECO","AR",47150825,,,20924122480,
20251408,4200,"DIAZ AVILA GLORIA ESTHER","SN ARG",,"GUEMES 2989 11 A",1425,"CAPITAL FEDERAL","AR",50212757,,,27176015824,
20251670,4200,"PAPELERA SANTA ANGELA SA","SN ARG",,"AV. DE LOS CONSTITUYENTES 2700",1617,"PACHECO","AR",,,,30552957012,
20251813,4200,"BENEFITS S.A.","SN ARG",,"ESMERALDA 950, P 2",1007,"CAPITAL FEDERAL","AR",53658500,,,30631823587,"901-947441-"
20251857,4200,"PECTAGAR S R L","SN ARG",,"AV.CASEROS 1980",1137,"CAPITAL FEDERAL","AR",,,,30650600238,"901-972717-"
20251899,4200,"ILSI ARGENTINA INTERNATIONAL","SN ARG",,"AV. SANTA FE 1145 4° P",1059,"CAPITAL FEDERAL","AR",,,,30661968083,
20251920,4200,"MIEBACH LOGISTICA S.A.","SN ARG",,"CERVIÑO 4449",1425,"CAPITAL FEDERAL","AR","4 771 4322",,,30677787283,"901-905297-"
20251972,4200,"B A SANI SA","SN ARG",,"REPUBLICA ORIENTAL D 7024",1770,"ALDO BONZI","AR",44428662,,,30689654483,"901-186480-"
20252119,4200,"FURLONG - FOX S.A.","SN ARG",,"CARLOS PELLEGRINI 1023 P.12",1009,"CAPITAL FEDERAL","AR",41083200,,,30707962743,"1087886-06"
20252221,4200,"ECOENERGIA S.A.","SN ARG",,"CAPITAN DE FRAGATA MOYANO 1050",1846,"ADROGUE","AR",42144178,,,30708869658,9024937471
20252280,4200,"TERCER TERMINO S.R.L","DAN ARG",,"ZABALA 3066",1426,"CAPITAL FEDERAL","AR",1162606965,,,30709342041,9015375306
20252553,4200,"OPINAIA S.A","SN ARG",,"11 DE SEPTIEMBRE 2464, P 3",1428,"CAPITAL FEDERAL","AR",,,,30712828400,9014536032
20252623,4200,"MIGUEL TOLEDO Y ALVARO PICO SH","SN ARG",,"AV. DEL LIBERTADOR 2442, P 4, OL",1636,"OLIVOS","AR",47118909,,,30714740462,"901-283575-"
20252810,4200,"MICHAEL PAGE INTERNATIONAL ARGENTIN","SN ARG",,"TTE GRAL J.D. PERON 1378",1378,"CAPITAL FEDERAL","AR","4 850 1213",,,33710567099,9014000598
20252900,4200,"LIFTVAN INTERNATIONAL COMPANY S A C","SN ARG",,"RUTA 202 N 3449 3449",1041,"CAPITAL FEDERAL","AR",,,,30536189625,30536189625
20255358,4200,"COSENTINO MENDEZ VITTORIO ANGEL","SN ARG",,"Roseti 2150 Of A",1427,"CAPITAL FEDERAL","AR",,,,20927201764,
20259814,4200,"DISTECNA.COM S.A.","SN ARG",,"Irala 1950, CABA.",1006,"CAPITAL FEDERAL","AR",51663400,,,30714636827,"30-71463682"
20260894,4200,"GROSSO WALDO JAVIER","SN ARG",,"MORNO 877",1091,"CAPITAL FEDERAL","AR",,,,20256955416,
20262076,4200,"TEISERA JULIO ARGENTINO","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,23107943099,
20261575,4200,"TECNOLAB SA","SN ARG",,"ESTOMBA 964",1427,"CAPITAL FEDERAL","AR",1145550010,,,30638975994,30638975994
20063985,4200,"EUROFINS DO BRASIL ANALISES","EUROFINS",,"ROD ENGENHEIRO ERMENI SN, KM 57,7 -",13337300,"INDAIATUBA","BR",,0,,4329668000138,35323342011
20151798,4200,"FBP SYSTEMS SA DE CV","FBP SYSTEM",,"COYOACAN 401",3103,"MEXICO DF","MX",525511078269,,,"FSY131219QR2",
20276468,4200,"TORRES DAVID ALEJANDRO","SN ARG",,"PINTOS 1718",1852,"BURZACO","AR",1151059655,,,20238128367,20238128367
20281117,4200,"ERM FRANCE SAS","SN ARG",,"13 RUE FAIDHERBE",7501,"CAPITAL FEDERAL","AR",33153241023,,,,
20242489,4200,"SOCIEDAD ANONIMA LA SIBILA","DAN ARG",,"MADRES DE PLAZA 25 DE MAYO 3020",2000,"ROSARIO","AR",4367500,0,,30588855631,
110043613,4200,"EXARIS",,,"34 RUE DU GRAND VAL",94370,"SUCY EN BRIE","FR","08 71 19 32 12",,"FR58481853885",48185388500020,
20281196,4200,"DISTRITEC S.A.","SN ARG",,"Av. 85 Nro. 1113",1650,"CAPITAL FEDERAL","AR",,,,30629395357,"901-941640-"
20195335,4200,"EXPPEL SERVICIO MEDICO LABORAL S.R.","SN ARG",,"HUALPA 351",5501,"GODOY CRUZ","AR","4 222 902",,,30711125988,9024479875
20194563,4200,"PREGNO FEDERICO CARLOS","SN_ARG",,"SALTA 3020",1636,"OLIVOS","AR",1150116012,,,20226517147,20226517174
20194604,4200,"VARITEL ING ELECTRONICA SA","SN ARG",,"BALIÑA 456",1832,"LOMAS DE ZAMORA","AR",,,,30708222417,3028118851
20194557,4200,"PROMINENT ARGENTINA S.A.","SN ARG",,"AV DE MAYO 1250",1607,"SAN ISIDRO","AR",47654521,"4 7429944",,30710400438,9024654167
20194718,4200,"SERENA COTTET PATRICIO EDUARDO","SN ARG",,"VILLA LUJAN 126",1872,"AVELLANEDA","AR",,,,20171031940,9028174054
20194682,4200,"S.A. LA NACION","SN ARG",,"AV. DEL LIBERTADOR 101",1638,"VICENTE LOPEZ","AR",,,,30500089624,
20195237,4200,"SOCIEDAD ARGENTINA DE PEDIATRIA","SN ARG",,"AV. CORONEL DIAZ 1971",1425,"CAPITAL FEDERAL","AR",,,,30545293885,
20195007,4200,"SIETE IDEAS SRL","SN ARG",,"3 DE FEBRERO 4247",1678,"Caseros","AR",52351993,,,30712117903,9026563198
20195243,4200,"ARTICULOS PROMOCIONALES S.A.","SN ARG",,"H. VIEYTES 751",1603,"VILLA MARTELLI","AR",,,,30707174265,9028266492
20194786,4200,"ROSENDO FERNANDO SEBASTIAN","SN ARG",,"AV BARTOLOME MITRE 4002",1605,"MUNRO","AR","15 32 44 1009",,,20350945351,9026051192
20195504,4200,"SISTEMAS DE CARGA S.A.","SN ARG",,"AVENIDA MAIPU 4088",1636,"OLIVOS","AR","0810 220 2030",,,30714378054,
20195736,4200,"PRENTEX S A","SN ARG",,"AV. REPUBLICA DEL LIBANO 4174",1672,"VILLA LYNCH","AR",47247200,,,30583464138,"901-926843-"
20230419,4200,"ARRIETA BRUNO MAURICIO","SN ARG",,"ANZORENA 656 GODOY CRUZ MENDOZA",5501,"MENDOZA","AR",5190996,,,20275802922,749088
20242030,4200,"BIZANT GROUP SH DE VMG Y AH","SN ARG",,"DANIEL CERRI 1059",1295,"CABA","AR",1133398560,,,30711038902,
